"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Septin11",3.54784339762561e-29,-0.676235035416646,0.564,0.798,1.17121406242417e-24,"Epiblast","Septin11"
"Plxna2",2.08558161055073e-28,-0.512407114812454,0.003,0.268,6.88492201275006e-24,"Epiblast","Plxna2"
"Mcrip1.1",2.15898738376888e-28,-0.629964008236303,0.486,0.747,7.12724915129782e-24,"Epiblast","Mcrip1"
"Tomm34",4.28305105764089e-28,0.505364139646401,0.687,0.378,1.41392081514841e-23,"Epiblast","Tomm34"
"Chd3",4.42617933248264e-28,-0.570234582899675,0.057,0.384,1.46117032123917e-23,"Epiblast","Chd3"
"Rcn2.1",5.86737201012757e-28,-0.72815551021433,0.388,0.721,1.93693684798331e-23,"Epiblast","Rcn2"
"Zic5",9.13460244173722e-28,0.545587166515558,0.643,0.284,3.01551495806629e-23,"Epiblast","Zic5"
"Plekha1",1.33316553392167e-27,0.663124862826568,0.7,0.291,4.40104606058223e-23,"Epiblast","Plekha1"
"Dnph1",1.41473263996908e-27,0.524087059637825,0.806,0.584,4.67031539106592e-23,"Epiblast","Dnph1"
"Epha5.1",2.43871547288404e-27,-0.630444716239071,0.004,0.27,8.05068751908478e-23,"Epiblast","Epha5"
"Igf1r.1",2.56843301617262e-27,-0.615789376861585,0.225,0.565,8.47891107298905e-23,"Epiblast","Igf1r"
"Wdr6",3.61330843410182e-27,-0.54305545758962,0.301,0.613,1.19282538026569e-22,"Epiblast","Wdr6"
"Add3",4.73268690549002e-27,-0.619954216799969,0.192,0.523,1.56235460124036e-22,"Epiblast","Add3"
"Zmiz1",5.0675571464752e-27,-0.524482331376726,0.132,0.462,1.67290196519439e-22,"Epiblast","Zmiz1"
"Tgif1",5.32817553986159e-27,0.522436429510218,0.781,0.523,1.75893730921911e-22,"Epiblast","Tgif1"
"Vasp",5.46883638471967e-27,0.519583065745747,0.677,0.347,1.80537226732366e-22,"Epiblast","Vasp"
"Dgcr6",6.9808751400813e-27,-0.563102069612934,0.485,0.752,2.30452650124364e-22,"Epiblast","Dgcr6"
"Msh6.1",7.29078635869689e-27,0.609979745148054,0.805,0.499,2.40683439273302e-22,"Epiblast","Msh6"
"Zscan10",9.64439577573006e-27,0.504681206990701,0.479,0.095,3.18380793348401e-22,"Epiblast","Zscan10"
"Psmg1",1.60300963958063e-26,0.542362855557151,0.89,0.659,5.29185542218358e-22,"Epiblast","Psmg1"
"Qk",1.98118595652199e-26,-0.643505820261728,0.58,0.813,6.54029107967039e-22,"Epiblast","Qk"
"Tspan6.1",2.02371527983823e-26,-0.557157803905515,0.21,0.525,6.68068888180197e-22,"Epiblast","Tspan6"
"Slc39a6",2.09625684170816e-26,-0.515503460658517,0.104,0.449,6.92016308584698e-22,"Epiblast","Slc39a6"
"Zdhhc12",2.32627031022114e-26,0.585473038116757,0.665,0.286,7.67948354810203e-22,"Epiblast","Zdhhc12"
"Gm28438.1",2.8274588708544e-26,-0.764154502695867,0.578,0.799,9.33400722446455e-22,"Epiblast","Gm28438"
"Cdc20",3.21952843953889e-26,0.578370069639917,0.936,0.688,1.06283072846058e-21,"Epiblast","Cdc20"
"Pax3.1",3.2612272430534e-26,-0.531740197293303,0,0.238,1.07659633747679e-21,"Epiblast","Pax3"
"Lyrm2",4.45501110482946e-26,-0.547247601632616,0.211,0.562,1.4706882659263e-21,"Epiblast","Lyrm2"
"Hes5",4.49893924127428e-26,-0.898126543257075,0.021,0.272,1.48518982232947e-21,"Epiblast","Hes5"
"Gm15772.1",5.54256383798601e-26,-0.549846024667269,0.164,0.494,1.82971117419594e-21,"Epiblast","Gm15772"
"Sdc4.1",5.93875828050392e-26,0.753873460327342,0.529,0.129,1.96050288355996e-21,"Epiblast","Sdc4"
"Skap2",7.47426647283315e-26,-0.533289250508553,0.239,0.548,2.46740484801168e-21,"Epiblast","Skap2"
"Dll1.1",8.8447915693089e-26,-0.79292946517427,0.029,0.337,2.91984259286026e-21,"Epiblast","Dll1"
"Tcf12.1",1.01390870027017e-25,-0.593352325607217,0.278,0.601,3.3471154013319e-21,"Epiblast","Tcf12"
"Mex3a.1",1.25805054554891e-25,-0.555417696113323,0.377,0.641,4.15307646096605e-21,"Epiblast","Mex3a"
"Nup43",1.93492377268553e-25,0.524792317265158,0.871,0.656,6.38757035838946e-21,"Epiblast","Nup43"
"Snhg14",1.9708913716365e-25,0.596758892785968,0.719,0.375,6.50630659604643e-21,"Epiblast","Snhg14"
"Asna1.1",2.06420539444913e-25,0.540831734214557,0.836,0.586,6.81435484815546e-21,"Epiblast","Asna1"
"Cops9",2.71826807970499e-25,-0.6679877513068,0.655,0.871,8.97354658472212e-21,"Epiblast","Cops9"
"Phlda1.1",2.97862531839012e-25,-0.803422552510282,0.079,0.393,9.83303790106947e-21,"Epiblast","Phlda1"
"Jmjd1c",3.35272915539124e-25,0.545238530856459,0.686,0.353,1.10680294877776e-20,"Epiblast","Jmjd1c"
"Hp1bp3",3.95511258544089e-25,-0.663714054569458,0.214,0.586,1.30566176670575e-20,"Epiblast","Hp1bp3"
"Plekho1.1",4.03443538073993e-25,-0.501478355023593,0.082,0.419,1.33184780788987e-20,"Epiblast","Plekho1"
"Abcf2",4.33428448642122e-25,0.530663582469428,0.868,0.656,1.43083399465737e-20,"Epiblast","Abcf2"
"Ftsj3",4.72748181267503e-25,0.55109904377512,0.894,0.675,1.56063629600028e-20,"Epiblast","Ftsj3"
"Adprh.1",4.79969127844879e-25,-0.605190838201244,0.312,0.644,1.58447408484152e-20,"Epiblast","Adprh"
"Zic2.1",5.36806774033198e-25,0.596094511731734,0.824,0.496,1.77210652243839e-20,"Epiblast","Zic2"
"Srek1ip1",6.95521312369655e-25,-0.510403656774897,0.258,0.571,2.29605495639471e-20,"Epiblast","Srek1ip1"
"Col4a1",1.08282044994593e-24,-0.579957879377334,0.111,0.409,3.57460686936149e-20,"Epiblast","Col4a1"
"Fn1",1.25023317800205e-24,-0.941882190327948,0.387,0.636,4.12726976722038e-20,"Epiblast","Fn1"
"Wdr74",1.2648228336682e-24,0.621801612722862,0.876,0.638,4.17543313850545e-20,"Epiblast","Wdr74"
"Snhg4",1.35970136805166e-24,0.530184656550518,0.876,0.595,4.48864615621213e-20,"Epiblast","Snhg4"
"Maged2.1",1.74679419109733e-24,-0.624374148724524,0.2,0.55,5.7665169836505e-20,"Epiblast","Maged2"
"Tm9sf3",1.92974905037444e-24,-0.570043856698773,0.509,0.759,6.3704875650961e-20,"Epiblast","Tm9sf3"
"Aen",6.91489162550845e-24,0.515475257272423,0.857,0.62,2.28274402341285e-19,"Epiblast","Aen"
"Ppp2r2d",8.03486659733296e-24,0.558462553177409,0.847,0.602,2.65247016111156e-19,"Epiblast","Ppp2r2d"
"Gldc",9.08071184245996e-24,0.501717485937796,0.659,0.344,2.99772459343288e-19,"Epiblast","Gldc"
"Rian.1",1.21490410183786e-23,0.631286370628345,0.865,0.58,4.01064142098715e-19,"Epiblast","Rian"
"Gcat",1.6400202385513e-23,0.52561874786579,0.851,0.615,5.41403481150557e-19,"Epiblast","Gcat"
"Zfp422.1",1.90657982381622e-23,-0.53766044643482,0.211,0.504,6.29400131438212e-19,"Epiblast","Zfp422"
"Smarce1.1",4.14243354784909e-23,-0.583532777650976,0.463,0.726,1.36750016281594e-18,"Epiblast","Smarce1"
"Rexo2",4.25024376957499e-23,0.533863854305368,0.919,0.717,1.4030904732121e-18,"Epiblast","Rexo2"
"Ezr.1",9.22595287536581e-23,0.518726313473942,0.755,0.448,3.04567156321576e-18,"Epiblast","Ezr"
"Gja1.1",1.08228404510846e-22,-0.742405663006559,0.27,0.591,3.57283608971205e-18,"Epiblast","Gja1"
"Gpn1",1.50930776995268e-22,0.54456096683059,0.829,0.596,4.98252681016778e-18,"Epiblast","Gpn1"
"Ccnd3.1",1.69885925715213e-22,-0.564316419476298,0.4,0.669,5.6082741797106e-18,"Epiblast","Ccnd3"
"Dll3.1",2.32628007127657e-22,-0.552475631232212,0.095,0.337,7.67951577129822e-18,"Epiblast","Dll3"
"Nr2f1",2.35116566641589e-22,-0.68290213078402,0.003,0.218,7.76166809797215e-18,"Epiblast","Nr2f1"
"Grsf1",2.62186880141503e-22,-0.868265203145695,0.462,0.696,8.6553132872313e-18,"Epiblast","Grsf1"
"Epb41",2.64697333085805e-22,-0.531369278840901,0.251,0.558,8.73818835982859e-18,"Epiblast","Epb41"
"Fzd3.1",3.06019077796936e-22,-0.55455658624419,0.098,0.416,1.01023017962325e-17,"Epiblast","Fzd3"
"Fkbp11",3.51659988042579e-22,0.571085829611842,0.673,0.325,1.16089995252616e-17,"Epiblast","Fkbp11"
"Utp14a",3.8747241755102e-22,0.608305165148562,0.839,0.558,1.27912394481943e-17,"Epiblast","Utp14a"
"Nudt19",4.99282963914216e-22,0.53204407977027,0.802,0.531,1.64823292047361e-17,"Epiblast","Nudt19"
"Egln1",5.96837960006727e-22,-0.540696286497038,0.248,0.535,1.97028147357421e-17,"Epiblast","Egln1"
"Tspan13.1",7.96903964538346e-22,-0.706906104046267,0.339,0.663,2.63073936773399e-17,"Epiblast","Tspan13"
"Wdr46",1.19142210643916e-21,0.550308239634336,0.746,0.437,3.93312265777695e-17,"Epiblast","Wdr46"
"Ddit4",1.27237960272459e-21,-0.602229820312771,0.242,0.512,4.2003795445144e-17,"Epiblast","Ddit4"
"Rps26-ps1",1.45711031062181e-21,-0.580170503945417,0.407,0.713,4.81021255742472e-17,"Epiblast","Rps26-ps1"
"Sephs2",1.97613026961516e-21,0.505768846399925,0.815,0.572,6.52360124605357e-17,"Epiblast","Sephs2"
"Dync1i2",2.5968923834994e-21,-0.652717230409786,0.539,0.781,8.57286113640822e-17,"Epiblast","Dync1i2"
"Vamp3.1",3.55909672380347e-21,-0.502798442759147,0.399,0.671,1.174929010462e-16,"Epiblast","Vamp3"
"Tut4",4.81466805151816e-21,-0.527905850169692,0.438,0.681,1.58941821716717e-16,"Epiblast","Tut4"
"Pcdh19",5.01242997119786e-21,-0.650156124337579,0.01,0.227,1.65470338209184e-16,"Epiblast","Pcdh19"
"Cdx4",5.22758630017901e-21,-0.776829648403905,0,0.206,1.72573078941509e-16,"Epiblast","Cdx4"
"Cnot6",8.52454013080426e-21,-0.55958524021893,0.395,0.679,2.8141211879811e-16,"Epiblast","Cnot6"
"Trim33",8.86722165886149e-21,0.509033642064329,0.755,0.484,2.92724721402335e-16,"Epiblast","Trim33"
"Ccdc88a",8.97013350501436e-21,-0.524881418779594,0.327,0.613,2.96122047267534e-16,"Epiblast","Ccdc88a"
"Slc2a3.1",9.90590356048011e-21,-0.913465609502578,0.17,0.446,3.2701368833857e-16,"Epiblast","Slc2a3"
"Pafah1b2.1",1.66127749418536e-20,-0.59039273988861,0.475,0.745,5.4842092638047e-16,"Epiblast","Pafah1b2"
"Serf1.1",1.75164953368272e-20,-0.629065644258819,0.291,0.604,5.7825454405934e-16,"Epiblast","Serf1"
"Wdr12",2.20491680950375e-20,0.514582643227227,0.869,0.658,7.27887137153379e-16,"Epiblast","Wdr12"
"Itgb1",3.52792402472498e-20,-0.588419385525425,0.443,0.726,1.16463827904221e-15,"Epiblast","Itgb1"
"Pbx2.1",1.03224014147898e-19,-0.56641356512842,0.344,0.651,3.4076311550504e-15,"Epiblast","Pbx2"
"Cadm1.1",1.04003780605341e-19,-0.883482254879492,0.479,0.693,3.43337280534353e-15,"Epiblast","Cadm1"
"Pcgf6",1.09460258966078e-19,0.500920287090866,0.745,0.47,3.61350206898818e-15,"Epiblast","Pcgf6"
"Adgrl2.1",2.07128715510706e-19,-0.51870031825497,0.239,0.537,6.83773315643942e-15,"Epiblast","Adgrl2"
"Kmt2e",2.52771221442081e-19,-0.512012060416878,0.271,0.561,8.34448356224597e-15,"Epiblast","Kmt2e"
"Cirbp",4.16148028170553e-19,-0.508976003291007,0.427,0.661,1.37378787059663e-14,"Epiblast","Cirbp"
"B230219D22Rik",2.08177624728355e-18,-0.56365213049315,0.495,0.75,6.87235974753245e-14,"Epiblast","B230219D22Rik"
"Mdn1",3.68277697223199e-18,0.522148155331166,0.774,0.504,1.21575833407323e-13,"Epiblast","Mdn1"
"Ccni.1",4.38777433765487e-18,-0.544720379643621,0.528,0.754,1.44849206434662e-13,"Epiblast","Ccni"
"Peg10",4.74221408720378e-18,-0.522565296019666,0.057,0.298,1.56549971446771e-13,"Epiblast","Peg10"
"Hoxc10",7.71811096571743e-18,-0.563013149496137,0,0.205,2.54790279200264e-13,"Epiblast","Hoxc10"
"Cotl1",1.46201739717383e-17,-0.514709205638821,0.091,0.395,4.82641183155026e-13,"Epiblast","Cotl1"
"Naf1",2.88410986410887e-17,0.531187280594122,0.791,0.52,9.52102348339619e-13,"Epiblast","Naf1"
"H1f4",4.32308874693412e-17,-0.722373830860186,0.304,0.57,1.42713805713789e-12,"Epiblast","H1f4"
"Wdr75",6.68314425919266e-17,0.523160884388838,0.825,0.573,2.20623958284468e-12,"Epiblast","Wdr75"
"Hk2.1",1.17031969481769e-16,-0.56473181473395,0.322,0.565,3.86345937653215e-12,"Epiblast","Hk2"
"Fxyd6",2.85019750181823e-16,-1.01790720021158,0.423,0.649,9.40907199300233e-12,"Epiblast","Fxyd6"
"Pdcd4.1",8.96952605463457e-16,-0.558907445333579,0.315,0.595,2.96101994115597e-11,"Epiblast","Pdcd4"
"Tsc22d1",4.0840622937207e-15,-0.548805624320866,0.537,0.751,1.34823064440308e-10,"Epiblast","Tsc22d1"
"Evl.1",1.18425989737545e-13,-0.525333379952156,0.307,0.594,3.90947877321585e-09,"Epiblast","Evl"
"Cbx3.1",2.92314607459207e-13,-0.532782584204985,0.357,0.583,9.64988982144334e-09,"Epiblast","Cbx3"
"H4c4",4.0635174403933e-12,-0.507419439210478,0.208,0.456,1.34144837742264e-07,"Epiblast","H4c4"
"Dppa5a.2",2.65072295828978e-114,3.7398230562555,1,0.224,8.75056662990623e-110,"Pluripotent","Dppa5a"
"Hspb1.1",9.9267047640841e-104,2.20810807137417,0.895,0.111,3.27700377671944e-99,"Pluripotent","Hspb1"
"Klf2.1",3.00327892482204e-99,2.11974316472016,0.85,0.055,9.91442438662253e-95,"Pluripotent","Klf2"
"Zfp42.1",1.85708411779185e-95,1.74164849455156,0.818,0.055,6.13060608965446e-91,"Pluripotent","Zfp42"
"Apoe.2",3.04067455385002e-92,2.11219760665562,0.978,0.38,1.00378748371697e-87,"Pluripotent","Apoe"
"Mt2.2",2.26840730970654e-91,2.71073612576745,0.914,0.226,7.48846621080323e-87,"Pluripotent","Mt2"
"Dppa4.2",2.77032332685231e-86,1.15986404985858,0.821,0.086,9.14539136660483e-82,"Pluripotent","Dppa4"
"Utf1.1",1.9192737283111e-83,1.62742804650487,0.895,0.106,6.3359064319006e-79,"Pluripotent","Utf1"
"Chchd10.2",4.28519208554016e-83,2.10910601233768,0.971,0.384,1.41462761127852e-78,"Pluripotent","Chchd10"
"Mt1.2",3.34105714116805e-82,3.1446554395172,0.93,0.361,1.10294978344239e-77,"Pluripotent","Mt1"
"Mkrn1.2",1.71277620861515e-79,1.80436083205456,0.994,0.723,5.65421681988032e-75,"Pluripotent","Mkrn1"
"Ephx2",1.27686964692421e-77,1.13700234080245,0.738,0.055,4.2152020784262e-73,"Pluripotent","Ephx2"
"Rbmxl2.2",6.11487845099832e-77,1.43206887727469,0.802,0.108,2.01864367424357e-72,"Pluripotent","Rbmxl2"
"Trap1a.1",2.21982485045375e-76,1.52535886065193,0.716,0.056,7.32808579631793e-72,"Pluripotent","Trap1a"
"Zfp990.2",9.14707794837887e-73,1.1185292313008,0.853,0.2,3.01963337231883e-68,"Pluripotent","Zfp990"
"Marcks.1",2.18473081235717e-72,-1.7047675442083,0.681,0.962,7.21223335775349e-68,"Pluripotent","Marcks"
"Pou5f1.2",4.45933844321731e-72,1.63873428177614,0.968,0.275,1.4721168068749e-67,"Pluripotent","Pou5f1"
"Akap12.2",6.43766542618358e-72,1.2918802497432,0.92,0.301,2.12520211049172e-67,"Pluripotent","Akap12"
"Gm48168.1",1.07184762971938e-71,0.816309785291803,0.626,0.024,3.53838339522961e-67,"Pluripotent","Gm48168"
"2410141K09Rik.1",4.49286742316943e-71,0.876642905014421,0.671,0.041,1.48318539373669e-66,"Pluripotent","2410141K09Rik"
"Trh",6.6760048409152e-71,2.38933421103402,0.706,0.085,2.20388271808292e-66,"Pluripotent","Trh"
"Morc1.1",6.89071533451583e-71,1.16039757390568,0.655,0.035,2.27476294623037e-66,"Pluripotent","Morc1"
"Alg13.2",1.62028592934228e-70,1.04449025575226,0.895,0.344,5.34888790994473e-66,"Pluripotent","Alg13"
"Lncenc1.1",2.13439317146801e-69,1.00969912920019,0.645,0.036,7.04605873765021e-65,"Pluripotent","Lncenc1"
"Pclaf",2.49472858067453e-68,-1.51147784290758,0.69,0.953,8.23559799052275e-64,"Pluripotent","Pclaf"
"L1td1.2",5.53321141540185e-68,1.44507282792523,0.872,0.176,1.82662375245246e-63,"Pluripotent","L1td1"
"Tdrd12.1",5.17600524602437e-67,1.09851213412013,0.658,0.046,1.70870285181757e-62,"Pluripotent","Tdrd12"
"Sox4.1",2.93494784126728e-66,-1.50525027843771,0.473,0.893,9.68884981359154e-62,"Pluripotent","Sox4"
"Sox11.1",2.52832146448475e-65,-1.83717654877685,0.553,0.932,8.34649481855706e-61,"Pluripotent","Sox11"
"Zfp978.2",4.12004946567014e-63,0.745102930314999,0.636,0.051,1.36011072960703e-58,"Pluripotent","Zfp978"
"Nanog.1",9.96249860002252e-62,0.884472837569703,0.7,0.095,3.28882003783943e-57,"Pluripotent","Nanog"
"Gm32885.2",1.35432078897086e-58,0.740826012363505,0.62,0.063,4.47088378855061e-54,"Pluripotent","Gm32885"
"Hmga2.2",1.46780945546544e-58,-1.8456959361031,0.291,0.791,4.84553257438252e-54,"Pluripotent","Hmga2"
"Gtsf1l.1",4.0952363056036e-58,0.736100219544744,0.581,0.035,1.35191940920586e-53,"Pluripotent","Gtsf1l"
"Fbxo15.1",1.82422342016267e-57,0.890939702860643,0.562,0.035,6.02212635464099e-53,"Pluripotent","Fbxo15"
"Mta3.1",2.02714944482509e-56,1.01098165340194,0.802,0.261,6.69202574725659e-52,"Pluripotent","Mta3"
"Gdf3.1",9.10838475324322e-55,0.748434827471782,0.562,0.043,3.00685997474065e-50,"Pluripotent","Gdf3"
"Stx3.1",5.93204011739753e-54,0.909827902022415,0.751,0.188,1.95828508355527e-49,"Pluripotent","Stx3"
"Apoc1.1",1.21318498348741e-53,0.776277181658755,0.626,0.088,4.00496626748864e-49,"Pluripotent","Apoc1"
"Tdgf1.1",1.21364744858936e-53,1.12298354474525,0.693,0.141,4.00649295728319e-49,"Pluripotent","Tdgf1"
"Zfp985.1",1.826105379372e-53,0.797664392358075,0.69,0.141,6.02833907838285e-49,"Pluripotent","Zfp985"
"Ooep.1",2.60810710455579e-53,0.867971999614532,0.575,0.048,8.60988317355956e-49,"Pluripotent","Ooep"
"Ptn.2",6.24302642553791e-53,-1.79580776645125,0.256,0.743,2.06094788359857e-48,"Pluripotent","Ptn"
"Cdh2.2",7.3995785228897e-53,-1.02255412311759,0.131,0.659,2.44274886197635e-48,"Pluripotent","Cdh2"
"Gpx4-ps2",1.23116860305888e-52,1.02317396376584,0.773,0.288,4.06433379241798e-48,"Pluripotent","Gpx4-ps2"
"Macroh2a2.2",1.65173150964659e-52,-1.1705435577915,0.335,0.785,5.45269605964531e-48,"Pluripotent","Macroh2a2"
"Dppa2.1",2.85256437095228e-52,0.663617419119396,0.591,0.047,9.41688550138765e-48,"Pluripotent","Dppa2"
"Pmm1.2",1.21868720959462e-51,0.98350261969628,0.939,0.542,4.02313021631374e-47,"Pluripotent","Pmm1"
"Fabp5.1",1.28053097445129e-51,-1.3586306303733,0.559,0.882,4.22728885285859e-47,"Pluripotent","Fabp5"
"Tdh.2",3.37427765895049e-51,1.40505765625964,0.601,0.097,1.11391654077274e-46,"Pluripotent","Tdh"
"Epcam.1",4.55581752688655e-51,1.00568898728567,0.917,0.295,1.50396648197579e-46,"Pluripotent","Epcam"
"Hoxb5os.2",8.75363339446742e-51,-1.65134956829121,0.077,0.583,2.88974945618158e-46,"Pluripotent","Hoxb5os"
"Cd24a.2",1.2083743934608e-50,-1.3924082198321,0.479,0.864,3.98908554769279e-46,"Pluripotent","Cd24a"
"Zfp982.2",1.90147946007881e-50,0.685715377195267,0.604,0.105,6.27716399361218e-46,"Pluripotent","Zfp982"
"Dnah8",3.38462536518131e-50,0.581108770357024,0.47,0.021,1.11733252555365e-45,"Pluripotent","Dnah8"
"1700097N02Rik.1",3.40988697863707e-50,0.814382093861106,0.482,0.024,1.12567188938767e-45,"Pluripotent","1700097N02Rik"
"Triml2.1",3.84451143782951e-50,0.588667966206927,0.492,0.021,1.26915011585628e-45,"Pluripotent","Triml2"
"Hmgb3.2",1.16339413694904e-49,-1.20859829312806,0.645,0.885,3.84059672489616e-45,"Pluripotent","Hmgb3"
"Alpl.1",1.34023993915734e-49,0.820035412532704,0.719,0.193,4.42440008714621e-45,"Pluripotent","Alpl"
"Zfp988",7.44537511688598e-49,0.568179803942985,0.514,0.028,2.4578672335864e-44,"Pluripotent","Zfp988"
"Rif1.1",9.05995459970469e-49,0.964430031563079,0.974,0.763,2.99087221245451e-44,"Pluripotent","Rif1"
"Tex19.1",2.16545385440546e-48,0.740777564467925,0.479,0.029,7.14859626416331e-44,"Pluripotent","Tex19.1"
"Hsf2bp.1",6.81977454621652e-48,0.622176191849102,0.524,0.052,2.251343973197e-43,"Pluripotent","Hsf2bp"
"Dbn1.2",1.0529486437982e-47,-0.927419822674532,0.176,0.65,3.47599406290662e-43,"Pluripotent","Dbn1"
"Klf9.2",5.24560006154886e-47,0.882564517988241,0.681,0.172,1.73167749231851e-42,"Pluripotent","Klf9"
"Lima1.1",1.3047988516535e-46,0.82933613460822,0.703,0.211,4.30740196907854e-42,"Pluripotent","Lima1"
"Crip1.2",5.52063479025976e-46,0.842240244691792,0.645,0.135,1.82247195696055e-41,"Pluripotent","Crip1"
"Ubxn2a.1",4.95142315547821e-45,0.775599018998061,0.748,0.271,1.63456381208647e-40,"Pluripotent","Ubxn2a"
"Hoxb9.2",5.27074541602774e-45,-1.19688358917061,0.073,0.535,1.73997847673908e-40,"Pluripotent","Hoxb9"
"Fzd2.1",5.89606104368244e-45,-1.01330700798633,0.284,0.751,1.94640767174045e-40,"Pluripotent","Fzd2"
"Nodal",7.09319901920176e-45,0.664409545249704,0.553,0.081,2.34160686021889e-40,"Pluripotent","Nodal"
"Tbrg1.1",9.09594199920973e-45,1.05024907214867,0.939,0.708,3.00275237277912e-40,"Pluripotent","Tbrg1"
"Gm1673.2",2.06160814248401e-44,-1.19453248303821,0.38,0.756,6.80578079996823e-40,"Pluripotent","Gm1673"
"Terf1.1",6.37127157071669e-44,0.761142270259014,0.875,0.486,2.10328417092499e-39,"Pluripotent","Terf1"
"Slc29a1",3.1293322571988e-43,0.823942913037004,0.655,0.171,1.03305516474647e-38,"Pluripotent","Slc29a1"
"Hoxb4.2",4.76942579003594e-43,-0.943725012983626,0.067,0.544,1.57448284180666e-38,"Pluripotent","Hoxb4"
"Tspan3.2",6.11777428238348e-43,-0.845039263305067,0.639,0.861,2.01959964610043e-38,"Pluripotent","Tspan3"
"Tpm4.2",7.7482509908296e-43,-0.908674218304496,0.441,0.782,2.55785261709267e-38,"Pluripotent","Tpm4"
"Nnat.2",8.56864237086827e-43,-1.66154992386747,0.23,0.698,2.82868021947103e-38,"Pluripotent","Nnat"
"Pla2g1b.2",8.83798721186851e-43,0.812843493145316,0.636,0.134,2.91759633838203e-38,"Pluripotent","Pla2g1b"
"Castor1",9.66615158576401e-43,0.716664664698026,0.572,0.125,3.19098996149241e-38,"Pluripotent","Castor1"
"Gas1.2",9.92546303686942e-43,-1.26063562047017,0.105,0.592,3.27659385773133e-38,"Pluripotent","Gas1"
"Pdk1",1.19324568881893e-42,0.782335708331148,0.738,0.247,3.93914266792905e-38,"Pluripotent","Pdk1"
"Aim2",1.53571262939025e-42,0.547943976461251,0.454,0.032,5.06969453214308e-38,"Pluripotent","Aim2"
"Gclm.1",2.38472184516699e-42,0.719788124943225,0.866,0.454,7.87244375526527e-38,"Pluripotent","Gclm"
"Ap3b2",2.82140096347921e-42,0.668582896925465,0.495,0.055,9.31400886063758e-38,"Pluripotent","Ap3b2"
"Upp1.1",2.91344709063034e-42,1.21059759585596,0.735,0.29,9.61787153558887e-38,"Pluripotent","Upp1"
"Phc1.1",3.05569215479752e-42,0.807413424377558,0.853,0.418,1.00874509414176e-37,"Pluripotent","Phc1"
"Igdcc3.2",9.10104406135398e-42,-1.23506995321825,0.377,0.775,3.00443666553417e-37,"Pluripotent","Igdcc3"
"Hoxb8.2",1.01096780699565e-41,-1.02110579000147,0.089,0.535,3.33740692445405e-37,"Pluripotent","Hoxb8"
"Pfkp.1",1.06952939110376e-41,0.560427403911722,0.46,0.054,3.53073042591174e-37,"Pluripotent","Pfkp"
"Apobec3.1",1.11764016824813e-41,0.529913862652157,0.559,0.09,3.68955372342074e-37,"Pluripotent","Apobec3"
"Cbx7.1",1.73953603051547e-41,0.538451307157053,0.556,0.081,5.74255634393768e-37,"Pluripotent","Cbx7"
"Gpc3.2",2.26838866311877e-41,-1.2469740030329,0.319,0.752,7.48840465468767e-37,"Pluripotent","Gpc3"
"Ncam1.2",3.42855541754449e-41,-1.08068290840457,0.128,0.597,1.13183471443979e-36,"Pluripotent","Ncam1"
"Pycard.2",6.7157031101422e-41,0.846627530570653,0.735,0.267,2.21698791072014e-36,"Pluripotent","Pycard"
"Rbpms.1",1.59196542082544e-40,0.74349791580772,0.875,0.5,5.25539624722894e-36,"Pluripotent","Rbpms"
"Bst2.1",2.19227080479763e-40,1.0231386343652,0.693,0.198,7.23712438079794e-36,"Pluripotent","Bst2"
"Slc2a3.2",5.52814667915782e-40,1.11035283759077,0.853,0.428,1.82495178172358e-35,"Pluripotent","Slc2a3"
"Zfp979.2",5.80509150476512e-40,0.601620620671104,0.578,0.112,1.91637680755306e-35,"Pluripotent","Zfp979"
"Asns.1",9.82805855724806e-40,1.00450427800162,0.933,0.649,3.24443869091873e-35,"Pluripotent","Asns"
