"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ncam1.1",2.26276720819408e-70,-1.27266958527668,0.028,0.629,7.46984710769031e-66,"Epiblast","Ncam1"
"Ptn.1",2.51322749568683e-70,-2.03175917829831,0.196,0.773,8.29666660876137e-66,"Epiblast","Ptn"
"Hoxb5os.1",3.01215760187062e-70,-1.84044092487622,0,0.615,9.94373467529528e-66,"Epiblast","Hoxb5os"
"Fgf5",4.22247947646595e-70,0.874361180767684,0.686,0.085,1.39392492477094e-65,"Epiblast","Fgf5"
"Apoe.1",5.60783433974538e-70,1.29547097596075,0.916,0.352,1.85125827223674e-65,"Epiblast","Apoe"
"Zfp985",5.92005017189637e-70,0.989986222879553,0.734,0.109,1.95432696274643e-65,"Epiblast","Zfp985"
"Emb.1",3.27673814878898e-69,0.926690231285688,0.94,0.478,1.08171679767822e-64,"Epiblast","Emb"
"Hoxb2.1",6.1892801604473e-69,-0.955634254659438,0.002,0.564,2.04320516656686e-64,"Epiblast","Hoxb2"
"Nnat.1",2.14746009789693e-68,-1.85910785346419,0.2,0.725,7.08919527517733e-64,"Epiblast","Nnat"
"Hoxb4.1",6.18108598518477e-68,-1.07913904051005,0,0.574,2.0405001054292e-63,"Epiblast","Hoxb4"
"Rab25",1.40412408701839e-67,0.867600026999406,0.625,0.045,4.63529443606511e-63,"Epiblast","Rab25"
"Ydjc",1.78118255055184e-67,0.946383158865718,0.727,0.131,5.88003983588172e-63,"Epiblast","Ydjc"
"Dnmt3a",2.52827946231014e-67,1.01017000649315,0.885,0.426,8.34635616097823e-63,"Epiblast","Dnmt3a"
"Hoxb8.1",4.91951518803159e-66,-1.22065288606779,0,0.565,1.62403035387299e-61,"Epiblast","Hoxb8"
"Serpinh1.1",2.42113243271729e-65,-1.29002716745125,0.214,0.79,7.99264238688632e-61,"Epiblast","Serpinh1"
"Hotairm1.1",7.06321374275089e-65,-1.03850831030343,0.007,0.57,2.33170812075692e-60,"Epiblast","Hotairm1"
"Pycard.1",8.29243135775129e-65,1.11698197180385,0.813,0.237,2.73749743982086e-60,"Epiblast","Pycard"
"Hoxb9.1",6.8404718850492e-63,-1.33433124487615,0.002,0.564,2.25817657869244e-58,"Epiblast","Hoxb9"
"Dppa2",2.38947792409819e-62,0.725393697657521,0.553,0.02,7.88814452303293e-58,"Epiblast","Dppa2"
"Chd7.1",5.99418106739376e-62,-1.19883891603642,0.225,0.791,1.97879905396803e-57,"Epiblast","Chd7"
"Cldn7",1.39193656192573e-61,0.912627068994286,0.712,0.09,4.59506097822923e-57,"Epiblast","Cldn7"
"Gm43078.1",3.11786733887374e-61,1.17556329172252,0.976,0.606,1.029270365909e-56,"Epiblast","Gm43078"
"Ina",7.16030234916395e-61,0.854123478900229,0.732,0.19,2.363759011506e-56,"Epiblast","Ina"
"Zfp503.1",1.39434518329987e-60,-0.913460402067954,0.007,0.542,4.60301231910955e-56,"Epiblast","Zfp503"
"Hoxaas3.1",8.90289479038175e-60,-2.12102181371164,0.002,0.529,2.93902362820082e-55,"Epiblast","Hoxaas3"
"Romo1",1.30120988164996e-59,-0.975213453761256,0.744,0.945,4.29555406130284e-55,"Epiblast","Romo1"
"Gpc3.1",2.51863868768684e-59,-1.40107839638482,0.251,0.779,8.3145300357918e-55,"Epiblast","Gpc3"
"Hoxb3.1",5.07127812523555e-59,-0.793330892025504,0,0.484,1.67413033470276e-54,"Epiblast","Hoxb3"
"Pla2g1b.1",5.5050871920591e-58,0.942954643625653,0.699,0.103,1.81733938384255e-53,"Epiblast","Pla2g1b"
"Gjc1",5.56374800204125e-58,-0.926148828363211,0.199,0.735,1.83670449043386e-53,"Epiblast","Gjc1"
"Snx6",1.27780056009019e-57,-0.921464715426105,0.404,0.83,4.21827520896973e-53,"Epiblast","Snx6"
"Hoxd4.1",2.71477235487299e-57,-0.92066632973288,0.004,0.505,8.96200649790672e-53,"Epiblast","Hoxd4"
"Car4",8.0168804152051e-57,0.70179011561411,0.544,0.033,2.64653256266751e-52,"Epiblast","Car4"
"Cdh1.1",1.58681106360661e-56,0.92034046621062,0.767,0.141,5.23838068317813e-52,"Epiblast","Cdh1"
"Rif1",6.66840090118573e-56,0.770915121970774,0.957,0.753,2.20137250549943e-51,"Epiblast","Rif1"
"Tmem54",1.04629706879902e-55,0.654977512045164,0.514,0.018,3.45403588351934e-51,"Epiblast","Tmem54"
"Terf1",2.46701937149732e-55,0.858672263142918,0.863,0.466,8.14412434918695e-51,"Epiblast","Terf1"
"Stx3",2.68612470918438e-55,0.823256168245961,0.7,0.161,8.86743488995947e-51,"Epiblast","Stx3"
"Arid3a.1",2.92053001723619e-55,-0.740765755293177,0.053,0.532,9.64125369290012e-51,"Epiblast","Arid3a"
"Gas1.1",2.95307522375077e-55,-1.32786305239282,0.092,0.619,9.74869192864604e-51,"Epiblast","Gas1"
"Peg3.1",3.97841220278688e-55,-1.88125114348369,0.711,0.918,1.31335343638401e-50,"Epiblast","Peg3"
"Tcfl5",2.83035840961927e-54,0.763120788843592,0.702,0.19,9.34357918183513e-50,"Epiblast","Tcfl5"
"Dpysl2.1",3.4185303185583e-54,-0.845112134501899,0.119,0.593,1.12852522876247e-49,"Epiblast","Dpysl2"
"Impa2.1",3.4245294259785e-54,0.750086740869434,0.705,0.221,1.13050565410402e-49,"Epiblast","Impa2"
"Akap12.1",1.74730670282515e-53,1.05246760439707,0.863,0.271,5.76820888736637e-49,"Epiblast","Akap12"
"Crip1.1",2.06387965655663e-53,0.812098740787809,0.665,0.106,6.81327952222474e-49,"Epiblast","Crip1"
"Cldn6",2.39955118449041e-53,0.688332341877264,0.657,0.101,7.92139837023973e-49,"Epiblast","Cldn6"
"Rbp1.1",1.79534431139448e-52,-1.47817246601189,0.267,0.726,5.92679064077546e-48,"Epiblast","Rbp1"
"Tdh.1",3.8000610028295e-52,0.937353413543215,0.68,0.065,1.25447613825408e-47,"Epiblast","Tdh"
"Mllt3.1",4.59665319488887e-52,-0.971816002036472,0.068,0.555,1.51744715269671e-47,"Epiblast","Mllt3"
"Hprt.1",5.8752491888393e-52,0.728406532667632,0.879,0.536,1.93953726221963e-47,"Epiblast","Hprt"
"Hoxb1.1",6.56025365355057e-52,-0.899095742455455,0.004,0.49,2.16567093611012e-47,"Epiblast","Hoxb1"
"Nsd2.1",9.32240336415882e-52,-0.901546396694073,0.262,0.735,3.07751179857611e-47,"Epiblast","Nsd2"
"Wls.1",1.8425730804171e-51,-0.836502416613127,0.049,0.561,6.08270225307294e-47,"Epiblast","Wls"
"Tshz1.1",2.66451065755911e-51,-0.704136698027319,0.001,0.42,8.79608258273413e-47,"Epiblast","Tshz1"
"Hoxa7.1",6.38387998771755e-51,-1.06779619512386,0.006,0.473,2.10744646154532e-46,"Epiblast","Hoxa7"
"Ccne1.1",1.74324260627924e-50,0.985154989467752,0.911,0.517,5.75479249184901e-46,"Epiblast","Ccne1"
"Cthrc1",1.79035373076478e-50,0.568774407675652,0.505,0.071,5.9103157360007e-46,"Epiblast","Cthrc1"
"Hipk2.1",2.99409098463839e-50,-0.810199878271378,0.137,0.588,9.88409315848826e-46,"Epiblast","Hipk2"
"Hoxc8.1",6.09439881370776e-50,-1.15496056328678,0,0.452,2.0118829363812e-45,"Epiblast","Hoxc8"
"Gart",1.64441020722812e-49,0.845214306597622,0.94,0.668,5.42852697610148e-45,"Epiblast","Gart"
"Rragd",2.95859152371725e-49,0.816335314125747,0.833,0.43,9.76690233809537e-45,"Epiblast","Rragd"
"H1f10",4.24128993798524e-49,-1.04968267147094,0.58,0.873,1.40013463432769e-44,"Epiblast","H1f10"
"Ttc28",7.23090085278453e-49,-0.706097326997011,0.009,0.445,2.38706498952123e-44,"Epiblast","Ttc28"
"Wdr18",1.75018415180696e-48,0.824201038983885,0.934,0.689,5.77770792194513e-44,"Epiblast","Wdr18"
"Epha4",3.8870047820283e-48,-0.723682246759697,0.039,0.444,1.28317801864318e-43,"Epiblast","Epha4"
"Esco2.1",7.97144358438828e-48,0.828319885582059,0.831,0.415,2.63153295607826e-43,"Epiblast","Esco2"
"Foxd3",8.79662731716201e-48,0.717474652256129,0.439,0.005,2.90394260994152e-43,"Epiblast","Foxd3"
"Apobec3",3.23719230172396e-47,0.567497271881945,0.499,0.069,1.06866192264511e-42,"Epiblast","Apobec3"
"Galnt1",5.30748404175756e-47,-0.677669358176903,0.074,0.548,1.752106631865e-42,"Epiblast","Galnt1"
"Foxb1.1",5.81501675305674e-47,-0.816669480849513,0.006,0.441,1.91965333051909e-42,"Epiblast","Foxb1"
"Jph4",6.70981949915198e-47,0.659765228890109,0.529,0.039,2.21504561306005e-42,"Epiblast","Jph4"
"Mta3",1.37298424664238e-46,0.800293254360987,0.709,0.238,4.53249559501583e-42,"Epiblast","Mta3"
"Cbx7",2.21346303771057e-46,0.591733691428829,0.516,0.058,7.30708418009013e-42,"Epiblast","Cbx7"
"Myo10.1",2.45202212453705e-46,0.825881713516524,0.789,0.302,8.09461543752172e-42,"Epiblast","Myo10"
"Rspo3.1",2.70663261769839e-46,-1.53621457622842,0.009,0.484,8.93513559754592e-42,"Epiblast","Rspo3"
"Zfp36l1",4.57261668799423e-46,-0.929851494791813,0.222,0.676,1.50951222104065e-41,"Epiblast","Zfp36l1"
"Cd24a.1",5.23418533419842e-46,-1.25116723498941,0.613,0.877,1.72790926252558e-41,"Epiblast","Cd24a"
"Gm45889.1",1.2924057576992e-45,-1.4090730037159,0,0.414,4.2664898873166e-41,"Epiblast","Gm45889"
"Rfc5",1.48872135443645e-45,0.786741648560162,0.929,0.688,4.91456693526562e-41,"Epiblast","Rfc5"
"Rhebl1",4.89127274386218e-45,0.657487792163293,0.656,0.249,1.61470695820378e-40,"Epiblast","Rhebl1"
"Csnk1e",1.06468121872523e-44,-0.762546075184639,0.397,0.759,3.51472563925574e-40,"Epiblast","Csnk1e"
"1810037I17Rik.1",1.84694005948965e-44,0.780170614552357,0.949,0.737,6.09711852438723e-40,"Epiblast","1810037I17Rik"
"Bcat2",1.93118097179462e-44,0.632992871958811,0.628,0.208,6.37521462408841e-40,"Epiblast","Bcat2"
"Tspan3.1",5.4219156902972e-44,-0.893281528233914,0.583,0.876,1.78988280768091e-39,"Epiblast","Tspan3"
"Hoxb3os.1",5.48201122370659e-44,-0.637474122073741,0.001,0.417,1.80972154517002e-39,"Epiblast","Hoxb3os"
"Fzd10",6.0886288656084e-44,-0.615955793729461,0.016,0.43,2.00997816111464e-39,"Epiblast","Fzd10"
"Calca",6.14658018848046e-44,0.564181686817229,0.465,0.041,2.02910905182117e-39,"Epiblast","Calca"
"Fbn2.1",8.2011864395784e-44,-1.04501401319575,0.017,0.444,2.70737566743362e-39,"Epiblast","Fbn2"
"Zfp36l2",8.46622687317022e-44,0.733787848751085,0.817,0.434,2.79487081537095e-39,"Epiblast","Zfp36l2"
"Exosc5",1.21293419811483e-43,0.737420711246354,0.929,0.672,4.00413837481667e-39,"Epiblast","Exosc5"
"Sh3bgrl.1",1.22912213598613e-43,-0.886816801318993,0.304,0.736,4.05757799531743e-39,"Epiblast","Sh3bgrl"
"Top2b.1",1.46493587995606e-43,-0.828561316483022,0.369,0.747,4.83604632691093e-39,"Epiblast","Top2b"
"Zfp992.1",1.47862000440499e-43,0.64621649974362,0.626,0.188,4.88122035854176e-39,"Epiblast","Zfp992"
"Nme3",1.72969949845936e-43,0.753818107409025,0.885,0.58,5.71008398431402e-39,"Epiblast","Nme3"
"Eid1.1",1.98445770807463e-43,-0.926650603063062,0.364,0.757,6.55109178589597e-39,"Epiblast","Eid1"
"Mrps34",2.33183903426389e-43,0.776913170604641,0.906,0.647,7.69786701991196e-39,"Epiblast","Mrps34"
"Clpp",3.3077215753796e-43,0.633294019297335,0.907,0.67,1.09194504646431e-38,"Epiblast","Clpp"
"Pten",3.38095592180858e-43,0.741603215172718,0.857,0.516,1.11612116890745e-38,"Epiblast","Pten"
"Igfbp5.1",5.69891801569814e-43,-1.81028773014674,0.057,0.473,1.88132681534227e-38,"Epiblast","Igfbp5"
"Slc7a7",5.73370594101561e-43,0.562060294026552,0.505,0.104,1.89281100524807e-38,"Epiblast","Slc7a7"
"Arl4c",1.4462737665411e-42,0.68618583378601,0.729,0.301,4.77443895810547e-38,"Epiblast","Arl4c"
"Gm8292",1.79233185380895e-42,-0.832394114705985,0.379,0.757,5.91684591579412e-38,"Epiblast","Gm8292"
"Hoxc6.1",1.88789108720232e-42,-0.769890516996119,0.002,0.397,6.2323060570723e-38,"Epiblast","Hoxc6"
"Skil",5.87179499049796e-42,0.837399338082222,0.78,0.292,1.93839696226318e-37,"Epiblast","Skil"
"T.1",6.12796760107618e-42,-1.19081392267195,0.005,0.374,2.02296466446727e-37,"Epiblast","T"
"Zfp979.1",6.21621184328764e-42,0.618823764717764,0.522,0.09,2.05209585370612e-37,"Epiblast","Zfp979"
"Vcan.1",1.27196186733564e-41,-0.804474518047743,0.079,0.532,4.19900051644841e-37,"Epiblast","Vcan"
"Klf9.1",1.72973977892687e-41,0.705056170387871,0.619,0.148,5.71021695819338e-37,"Epiblast","Klf9"
"Ddah2.1",3.16335567637749e-41,-1.01257552209606,0.571,0.85,1.04428697588574e-36,"Epiblast","Ddah2"
"Nqo1",6.1054559392728e-41,0.615249201789817,0.502,0.061,2.01553311467274e-36,"Epiblast","Nqo1"
"Cdx2.1",6.22813184208791e-41,-1.18599826283644,0.006,0.429,2.05603088371006e-36,"Epiblast","Cdx2"
"Foxh1",9.00951869236991e-41,0.700317175861741,0.719,0.213,2.97422231072516e-36,"Epiblast","Foxh1"
"Slc16a3",9.19436557955487e-41,0.762418230400591,0.807,0.393,3.03524396512265e-36,"Epiblast","Slc16a3"
"Nrep.1",9.89762127064757e-41,-0.813865502374843,0.054,0.455,3.26740273386618e-36,"Epiblast","Nrep"
"Twf2",1.14506492596364e-40,0.599803206905132,0.64,0.262,3.78008833359118e-36,"Epiblast","Twf2"
"Cdx1",1.77810398833853e-40,-0.648950746733433,0,0.334,5.86987688630314e-36,"Epiblast","Cdx1"
"Greb1l.1",1.78299604539777e-40,-0.652458874055106,0.003,0.408,5.88602654506712e-36,"Epiblast","Greb1l"
"Gsr",1.86596625375715e-40,0.68501705765192,0.87,0.569,6.15992779690311e-36,"Epiblast","Gsr"
"Zfp982.1",1.15554655869325e-39,0.693209741667006,0.556,0.081,3.81469029955817e-35,"Epiblast","Zfp982"
"Smim40",1.49846689342294e-39,0.519925950895632,0.419,0.023,4.94673890856782e-35,"Epiblast","Smim40"
"Zfp978.1",1.74770392624036e-39,0.52810192676458,0.411,0.033,5.76952020130467e-35,"Epiblast","Zfp978"
"Ube2t",2.10517543175852e-39,0.613008512383596,0.713,0.357,6.94960513532124e-35,"Epiblast","Ube2t"
"Hoxc9.1",3.18703091925497e-39,-0.908813287068093,0.001,0.388,1.05210264706445e-34,"Epiblast","Hoxc9"
"Sp5.1",3.35521967666455e-39,-0.758557728489904,0.002,0.359,1.1076251196605e-34,"Epiblast","Sp5"
"Zfp703.1",5.08346949352938e-39,-0.59845737632299,0.004,0.385,1.67815494920392e-34,"Epiblast","Zfp703"
"Fstl1.1",5.36190926169395e-39,-0.70881270579127,0.064,0.455,1.77007348547041e-34,"Epiblast","Fstl1"
"Hes7.1",5.95071131540943e-39,-0.95831664856859,0.004,0.356,1.96444881944296e-34,"Epiblast","Hes7"
"Sulf2",1.34080301964361e-38,-0.691473885762116,0.194,0.61,4.42625892844748e-34,"Epiblast","Sulf2"
"Dohh",1.86752297505512e-38,0.709972473067611,0.85,0.534,6.16506684525195e-34,"Epiblast","Dohh"
"Greb1.1",2.10039595872449e-38,-0.789113349935444,0.052,0.467,6.9338271389413e-34,"Epiblast","Greb1"
"Smagp",2.19498357762891e-38,0.612525082567271,0.501,0.098,7.24607978646855e-34,"Epiblast","Smagp"
"Phc2",5.01787085319007e-38,-0.570942717843041,0.086,0.482,1.65649952605511e-33,"Epiblast","Phc2"
"Meox1.1",5.55385879637936e-38,-1.36106221318266,0.002,0.331,1.83343986586076e-33,"Epiblast","Meox1"
"Id1",8.53615611410846e-38,-0.755316071189337,0.03,0.416,2.81795585638949e-33,"Epiblast","Id1"
"Tubb2b",9.63351392161403e-38,-1.1899308854511,0.37,0.71,3.18021561580322e-33,"Epiblast","Tubb2b"
"Phpt1.1",1.69040051537759e-37,-0.713166278153278,0.622,0.852,5.58035018136449e-33,"Epiblast","Phpt1"
"Ndn.1",2.30057412274076e-37,-0.860596816036175,0.214,0.64,7.59465529399178e-33,"Epiblast","Ndn"
"Fgf8.1",2.70201764588018e-37,-1.213491560021,0.091,0.493,8.91990065257964e-33,"Epiblast","Fgf8"
"Lmo4.1",3.22815636237281e-37,-0.848969021034813,0.395,0.73,1.06567897834651e-32,"Epiblast","Lmo4"
"Rps15a-ps7.1",3.38222313502172e-37,-0.59971354896415,0.078,0.396,1.11653950133337e-32,"Epiblast","Rps15a-ps7"
"Thop1",3.91801041482594e-37,0.605209063500325,0.844,0.575,1.29341359814234e-32,"Epiblast","Thop1"
"Rpl39l.1",4.28148467120495e-37,0.564265088889158,0.418,0.028,1.41340371965818e-32,"Epiblast","Rpl39l"
"Foxc1.1",4.65115057692927e-37,-0.746137114870737,0.001,0.362,1.53543782845589e-32,"Epiblast","Foxc1"
"Maml3",5.82641209108798e-37,-0.508968004478525,0.009,0.354,1.92341515950996e-32,"Epiblast","Maml3"
"Zeb2",6.15520660376829e-37,-0.515021513217,0.02,0.375,2.03195680403599e-32,"Epiblast","Zeb2"
"Rest.1",6.17547609367453e-37,0.748305099519582,0.905,0.606,2.03864816804383e-32,"Epiblast","Rest"
"Usf1",1.01987514129474e-36,0.637714340524089,0.77,0.424,3.36681181644221e-32,"Epiblast","Usf1"
"Wnt5a.1",1.43179123735611e-36,-0.654645735803325,0.007,0.398,4.72662923276e-32,"Epiblast","Wnt5a"
"Metrn.1",1.46315520807922e-36,-0.727328346034765,0.328,0.626,4.83016797291112e-32,"Epiblast","Metrn"
"Vezf1.1",1.57514558694742e-36,-0.757664219931508,0.244,0.663,5.19987061163083e-32,"Epiblast","Vezf1"
"Fndc3c1.1",1.82602325270174e-36,-0.505686585337686,0.072,0.429,6.02806796181897e-32,"Epiblast","Fndc3c1"
"Nrarp.1",4.8625585334108e-36,-0.605669115513412,0.027,0.358,1.60522782304957e-31,"Epiblast","Nrarp"
"Fgf4.1",5.96675707582277e-36,0.541331463332332,0.494,0.075,1.96974584587061e-31,"Epiblast","Fgf4"
"C130089K02Rik.1",9.39639101522298e-36,-0.54185621447865,0.008,0.372,3.10193660194541e-31,"Epiblast","C130089K02Rik"
"Hes1",1.27482511099825e-35,-0.826332514183742,0.154,0.563,4.20845265642742e-31,"Epiblast","Hes1"
"Tet1.1",1.54040331359113e-35,0.713703609741625,0.779,0.377,5.08517941882705e-31,"Epiblast","Tet1"
"Id2.1",1.6688500338698e-35,-0.959547357227293,0.053,0.438,5.50920773181098e-31,"Epiblast","Id2"
"Gsk3b.1",2.07038864280414e-35,-0.637866360809083,0.562,0.797,6.83476698762502e-31,"Epiblast","Gsk3b"
"Ahsa1",2.31593259154738e-35,0.651968692470917,0.892,0.631,7.6453566712162e-31,"Epiblast","Ahsa1"
"Chd9",2.39217185785323e-35,0.564463942486529,0.579,0.196,7.8970377371451e-31,"Epiblast","Chd9"
"Mex3b.1",2.67288842480157e-35,-0.564970485489217,0.038,0.408,8.82373926795494e-31,"Epiblast","Mex3b"
"Pir",2.83242021321311e-35,0.614078575176382,0.604,0.188,9.35038560785913e-31,"Epiblast","Pir"
"Cald1",3.11663063784678e-35,-0.738695376147546,0.351,0.671,1.02886210616598e-30,"Epiblast","Cald1"
"Rhobtb3.1",4.50033109004668e-35,-0.658849681177802,0.231,0.62,1.48564929944621e-30,"Epiblast","Rhobtb3"
"Tpm4.1",5.50790088695618e-35,-0.867907102413109,0.448,0.8,1.81826824080197e-30,"Epiblast","Tpm4"
"Taf7.1",7.84478783635664e-35,0.638328709080583,0.896,0.605,2.58972136053805e-30,"Epiblast","Taf7"
"Alg13.1",8.32729918618899e-35,0.607127290751548,0.706,0.326,2.74900800734471e-30,"Epiblast","Alg13"
"Smoc1",9.96250492761207e-35,-0.501650930344594,0.047,0.339,3.2888221267033e-30,"Epiblast","Smoc1"
"Cited1.1",1.18748416666512e-34,-0.980758767937884,0.053,0.383,3.92012273099488e-30,"Epiblast","Cited1"
"H1f0",1.55417478463549e-34,-0.879049425547125,0.196,0.593,5.13064179903868e-30,"Epiblast","H1f0"
"Plin3",4.59583262942653e-34,0.660746031923438,0.805,0.43,1.51717626762628e-29,"Epiblast","Plin3"
"Jarid2",4.76847932934044e-34,0.656217392766493,0.848,0.528,1.57417039620187e-29,"Epiblast","Jarid2"
"Commd3",4.99467767427214e-34,-0.754636564746186,0.307,0.709,1.64884299383072e-29,"Epiblast","Commd3"
"Tenm4.1",6.08453384772436e-34,-0.624030605411527,0.065,0.429,2.00862631381076e-29,"Epiblast","Tenm4"
"Rbmx.1",6.38201153592999e-34,-0.728052539725213,0.184,0.613,2.10682964824121e-29,"Epiblast","Rbmx"
"Gon7",8.14254593619241e-34,0.70803134996669,0.856,0.491,2.68801726445584e-29,"Epiblast","Gon7"
"Gm27477",1.96120745237721e-33,-0.504108997512613,0.001,0.324,6.47433804178763e-29,"Epiblast","Gm27477"
"Usp28",2.86981469203674e-33,0.507237602381405,0.516,0.151,9.47383226135169e-29,"Epiblast","Usp28"
"Maz",3.45485327518521e-33,0.587822162327556,0.905,0.693,1.14051616320414e-28,"Epiblast","Maz"
"Yaf2.1",3.62845770869399e-33,-0.690985876402739,0.295,0.682,1.19782645879406e-28,"Epiblast","Yaf2"
"Psors1c2",3.75165656416791e-33,0.525347421768823,0.428,0.04,1.23849686496311e-28,"Epiblast","Psors1c2"
"Ppan",6.19586349229489e-33,0.686735052859156,0.896,0.624,2.04537845607639e-28,"Epiblast","Ppan"
"Usp3",7.31359380388959e-33,-0.62253051339649,0.124,0.543,2.41436358654003e-28,"Epiblast","Usp3"
"Crabp1",7.81200351884279e-33,-1.41910649820725,0.167,0.518,2.57889860164038e-28,"Epiblast","Crabp1"
"Dcaf4",9.51942842173691e-33,0.574538137372434,0.597,0.222,3.14255371058379e-28,"Epiblast","Dcaf4"
"Lpar1",1.02166231967391e-32,-0.522161360369951,0.035,0.384,3.37271164970751e-28,"Epiblast","Lpar1"
"Pml",1.27089376003931e-32,0.667594680348266,0.632,0.192,4.19547448064175e-28,"Epiblast","Pml"
"Arid3b.1",1.78187024933837e-32,-0.673024678173711,0.286,0.623,5.88231006711584e-28,"Epiblast","Arid3b"
"Aldh2",2.86358997315044e-32,0.651483968106849,0.914,0.649,9.45328321936422e-28,"Epiblast","Aldh2"
"Nr2f2.1",3.00242605723573e-32,-0.674883062457736,0,0.31,9.91160890014659e-28,"Epiblast","Nr2f2"
"Zbtb8a",3.45055402255313e-32,0.511853824209038,0.43,0.045,1.13909689392524e-27,"Epiblast","Zbtb8a"
"Aldh9a1",4.81825945399371e-32,0.514118568732769,0.622,0.277,1.5906038109524e-27,"Epiblast","Aldh9a1"
"Nsun2",7.6177144789877e-32,0.627702121630269,0.932,0.708,2.51475990380342e-27,"Epiblast","Nsun2"
"Eef1akmt1.1",8.15076684412767e-32,0.573716966853025,0.907,0.704,2.69073115058342e-27,"Epiblast","Eef1akmt1"
"Dbn1.1",9.61085504702081e-32,-0.752903804403832,0.314,0.667,3.17273546812251e-27,"Epiblast","Dbn1"
"Tbl1x.1",9.90773808280073e-32,-0.569423494530096,0.522,0.765,3.27074249589418e-27,"Epiblast","Tbl1x"
"Mrpl24",1.01286153758748e-31,0.556157885998134,0.87,0.662,3.34365850788379e-27,"Epiblast","Mrpl24"
"Arl2bp",1.070731234489e-31,-0.657608369824485,0.333,0.688,3.53469795129509e-27,"Epiblast","Arl2bp"
"Gng3.1",1.07818837492857e-31,0.598507855784339,0.541,0.121,3.55931546331421e-27,"Epiblast","Gng3"
"Spint2",1.30811376449027e-31,0.551699521290162,0.723,0.333,4.31834515933527e-27,"Epiblast","Spint2"
"Arg1.1",2.28376257026863e-31,-0.621190487787537,0,0.262,7.53915699697079e-27,"Epiblast","Arg1"
"Fbln1.1",2.39807854616051e-31,-0.828519724624062,0.247,0.632,7.91653689658508e-27,"Epiblast","Fbln1"
"Sall3",3.70377687748321e-31,-0.5327662364701,0.047,0.41,1.22269082279476e-26,"Epiblast","Sall3"
"1190007I07Rik",3.73193776364406e-31,0.557618489391697,0.665,0.314,1.23198729453418e-26,"Epiblast","1190007I07Rik"
"Cfl2.1",3.85921007157599e-31,-0.779379445587637,0.556,0.834,1.27400242882866e-26,"Epiblast","Cfl2"
"Maged1.1",3.90978025885876e-31,-0.826951394851097,0.55,0.833,1.29069665905445e-26,"Epiblast","Maged1"
"Rbms1",4.27997212973533e-31,-0.677986033799394,0.22,0.589,1.41290439946823e-26,"Epiblast","Rbms1"
"Ifitm3.1",5.24713642716742e-31,0.602223674810994,0.651,0.27,1.73218467733651e-26,"Epiblast","Ifitm3"
"Uchl1",6.92280639116657e-31,0.556483038455286,0.771,0.445,2.28535684585191e-26,"Epiblast","Uchl1"
"2900097C17Rik.1",9.10473073221382e-31,-0.668744223412578,0.334,0.691,3.00565370931843e-26,"Epiblast","2900097C17Rik"
"AA465934",1.02508162829327e-30,-0.673690151309957,0.469,0.764,3.38399947132176e-26,"Epiblast","AA465934"
"Prkar2a",1.25637456674658e-30,-0.699837121673122,0.214,0.576,4.14754371974382e-26,"Epiblast","Prkar2a"
"Hoxa9.1",1.71172645384351e-30,-0.558288431226909,0,0.293,5.65075136942818e-26,"Epiblast","Hoxa9"
"mt-Atp8.1",1.72694090532328e-30,-0.689473116904639,0.423,0.72,5.70097731665321e-26,"Epiblast","mt-Atp8"
"Jund.1",1.89863993313303e-30,0.614050902424074,0.891,0.592,6.26779014725875e-26,"Epiblast","Jund"
"Notch1.1",2.98861473556048e-30,-0.814615510813243,0.133,0.512,9.86601496503227e-26,"Epiblast","Notch1"
"Foxc2.1",3.3390066571254e-30,-0.623423468329061,0,0.266,1.10227287765024e-25,"Epiblast","Foxc2"
"Map7d3",4.00406511246502e-30,0.544616247617658,0.443,0.066,1.32182197492695e-25,"Epiblast","Map7d3"
"Nkx1-2.1",4.34302989158876e-30,-0.581811213194784,0.003,0.305,1.43372102781128e-25,"Epiblast","Nkx1-2"
"Hspbap1.1",4.40660846163493e-30,0.58939919994405,0.596,0.205,1.45470958535492e-25,"Epiblast","Hspbap1"
"Cited2.1",4.65247869331719e-30,-1.00750848332959,0.568,0.838,1.53587626623787e-25,"Epiblast","Cited2"
"Card19",4.95135518324373e-30,0.509628306314004,0.492,0.134,1.63454137309242e-25,"Epiblast","Card19"
"Ndufa3",6.21965567280924e-30,-0.605758728762726,0.501,0.771,2.05323273070779e-25,"Epiblast","Ndufa3"
"Idh3a",6.91421831491773e-30,0.573668328999386,0.788,0.482,2.28252175012064e-25,"Epiblast","Idh3a"
"Irf2bpl",1.34903728081815e-29,0.536951851314394,0.522,0.14,4.45344187143688e-25,"Epiblast","Irf2bpl"
"Cyb5b.1",1.54223092963605e-29,0.583364311455469,0.772,0.479,5.09121274491452e-25,"Epiblast","Cyb5b"
"Ccnb1",1.90504337328282e-29,0.51568841219696,0.921,0.681,6.28892918388124e-25,"Epiblast","Ccnb1"
"Seh1l",1.9337769340331e-29,0.629864200461149,0.906,0.673,6.38378441463006e-25,"Epiblast","Seh1l"
"Zbtb16",2.20258088853727e-29,-0.520705098626629,0.014,0.333,7.27116002923924e-25,"Epiblast","Zbtb16"
"Dtd1",2.23893891821082e-29,0.538554544552151,0.693,0.35,7.39118515679755e-25,"Epiblast","Dtd1"
